beta,gamma
0.63899408,0.15671595
0.47437979,0.10190940
0.27576628,0.08708966
0.47465175,0.14617160
0.45250472,0.12343654
0.51479772,0.15524649
0.44725104,0.13673988
0.49448293,0.13695937
0.48676621,0.12388930
0.39535724,0.14137890
0.45338268,0.11443732
0.41152778,0.11665023
0.41088116,0.10588989
0.51892096,0.18990042
0.36754875,0.12478518
0.44614254,0.14381300
0.28786359,0.06912662
0.44948608,0.15715809
0.42744006,0.12903968
0.45589162,0.13506550
0.46217143,0.13298445
0.43145101,0.13143240
0.40756123,0.13297566
0.44884131,0.11939116
0.30831689,0.09155287
0.38007511,0.11974505
0.41346794,0.11592613
0.39609543,0.10412306
0.28279905,0.07668961
0.42618148,0.12625122
0.37273904,0.12582150
0.33034949,0.08516855
0.45659572,0.11790333
0.39926821,0.13688289
0.53978105,0.13564055
0.41351157,0.13029049
0.42543648,0.10763182
0.35430665,0.11567427
0.34646305,0.10390203
0.49789000,0.16344947
0.32838570,0.09067634
0.46231607,0.14267557
0.50794448,0.14363511
0.38728947,0.13649058
0.38055036,0.12738600
0.50523244,0.10467665
0.48150838,0.12822795
0.39955119,0.12649065
0.36856433,0.09981612
0.51148848,0.14618778
0.58678658,0.16427357
0.48833228,0.11885237
0.37346448,0.08239374
0.41189941,0.09596341
0.40793646,0.13530064
0.35649113,0.11034871
0.45205971,0.10961096
0.45639951,0.12682315
0.43227814,0.10834114
0.53382423,0.14923386
0.34987426,0.08495293
0.41963340,0.10173755
0.53682121,0.14320876
0.49877973,0.15495392
0.52888154,0.13499776
0.38089533,0.09136286
0.32467313,0.08097933
0.42954558,0.13641968
0.57443272,0.11557436
0.37619966,0.09274777
0.50231852,0.15339350
0.40616938,0.11187316
0.51575700,0.11929959
0.51094600,0.13379611
0.44305358,0.13190789
0.37609489,0.10122791
0.52208185,0.12783828
0.38813958,0.09172219
0.43710601,0.13198320
0.36634610,0.09999097
0.37875605,0.12883125
0.39855709,0.08346567
0.44190973,0.13770811
0.36084474,0.08358046
0.37743145,0.07984441
0.42432083,0.09539032
0.46027854,0.13761907
0.39233038,0.09281102
0.39551206,0.12102097
0.47132884,0.12671292
0.34078192,0.08433488
0.45821635,0.10816479
0.43938589,0.14105139
0.46040269,0.13768823
0.35588800,0.08288206
0.48735904,0.14229806
0.45266336,0.08674233
0.30966674,0.08501317
0.29625446,0.07410127
0.57942385,0.13640760
0.44826696,0.11419580
0.46732957,0.11719114
0.34312353,0.09371347
0.47598285,0.12599505
0.43690181,0.10026182
0.39382838,0.11021113
0.62533504,0.17796954
0.39394951,0.11900065
0.46628134,0.12534823
0.35863341,0.09575345
0.43324814,0.13011129
0.39613983,0.11376981
0.39069687,0.08458332
0.52086514,0.16675773
0.32595070,0.07660467
0.45507777,0.12461222
0.46903000,0.14177308
0.33678061,0.09708366
0.38137007,0.08838231
0.43773368,0.12632819
0.35570739,0.09286068
0.31942380,0.10812980
0.47592325,0.12524266
0.37693266,0.10227292
0.47508054,0.10062862
0.42473811,0.13345218
0.39360711,0.10978974
0.47618622,0.11565126
0.48742260,0.13310225
0.57383145,0.15125324
0.45705802,0.12381543
0.29805896,0.09855456
0.31836578,0.08394117
0.40443684,0.14136230
0.39419796,0.11947085
0.33068692,0.08151701
0.45607257,0.12230746
0.36772399,0.09375105
0.32128052,0.07762604
0.42532547,0.11814542
0.43966386,0.09590946
0.41428338,0.11215590
0.46897373,0.14491924
0.50308433,0.10894271
0.30837924,0.06457015
0.48214062,0.11534325
0.48648858,0.14874398
0.37526588,0.08336407
0.43125136,0.14297368
0.32157341,0.07321575
0.46647117,0.13826184
0.44053662,0.10749516
0.46815196,0.11884196
0.47293403,0.15447623
0.45732331,0.15789312
0.38739992,0.11929216
0.34675107,0.08361620
0.42610768,0.11272570
0.41853219,0.13563988
0.46284800,0.10791000
0.39335520,0.12610154
0.36150460,0.10353704
0.54636605,0.11042355
0.41789653,0.09704611
0.37255722,0.12695461
0.39109251,0.12678870
0.47842257,0.14108122
0.44842453,0.12339055
0.40997473,0.10023952
0.34078425,0.10469303
0.44297644,0.11966969
0.58891316,0.15662575
0.47734434,0.13211056
0.52434207,0.13324141
0.40446285,0.12847034
0.41428686,0.14937723
0.43348186,0.11787693
0.37045573,0.12417169
0.43227842,0.12372413
0.27665528,0.07993450
0.39755235,0.14155958
0.44449965,0.15577622
0.46047915,0.11938244
0.43629020,0.11947197
0.44553301,0.13197672
0.61483036,0.14731510
0.36058002,0.08519067
0.33467065,0.09316583
0.44506059,0.09434801
0.55514877,0.14438812
0.39455019,0.10505567
0.49913138,0.15540546
0.50217710,0.12734516
0.47204209,0.13181282
0.42641350,0.12239238
0.34615234,0.10818033
0.46540269,0.12070129
0.46029813,0.11076529
0.37967394,0.12082719
0.43155210,0.11432292
0.40255651,0.13641694
0.49077648,0.10955076
0.33663377,0.11385149
0.49552081,0.10037334
0.44417311,0.12035798
0.34560850,0.09616965
0.41795432,0.14629810
0.53449872,0.14206645
0.57219679,0.16598142
0.39138776,0.10623580
0.44042885,0.14155639
0.44751444,0.13769127
0.41314503,0.11755063
0.45446023,0.11513122
0.49492909,0.14905165
0.33263585,0.09568378
0.37687331,0.08647049
0.48547682,0.13226041
0.33690602,0.10199993
0.37230415,0.10063922
0.47114445,0.15557768
0.31277033,0.07948181
0.42882514,0.13590871
0.36611371,0.10338158
0.34202298,0.09179036
0.38793823,0.08839990
0.41154796,0.09772820
0.50651762,0.16081119
0.48510623,0.15159620
0.36590606,0.10772336
0.55660407,0.14543341
0.39849234,0.12917855
0.58304381,0.15810702
0.36438559,0.09624753
0.43202900,0.11963144
0.48043259,0.08979290
0.33637056,0.09128410
0.35437322,0.07447533
0.45062115,0.13227930
0.47015805,0.12938382
0.35648684,0.09106523
0.40410247,0.13150619
0.52158565,0.15078317
0.41796892,0.13152998
0.52828942,0.13409272
0.56062499,0.14845584
0.33231364,0.07112805
0.48287607,0.12116219
0.47370999,0.14363487
0.56141282,0.12690415
0.30706783,0.08587292
0.43898772,0.12458200
0.55388605,0.14332197
0.51414562,0.15102939
0.48604979,0.13009320
0.44146459,0.11466811
0.45219113,0.11568666
0.46663459,0.13771258
0.55342963,0.13927474
0.31421734,0.08331726
0.38851749,0.10645798
0.52949125,0.13649726
0.36046089,0.07548766
0.50410369,0.14238293
0.51801604,0.09914155
0.39880826,0.09513036
0.46796996,0.14926183
0.38712363,0.12207156
0.46050172,0.09400609
0.34057809,0.09076886
0.39977573,0.11814432
0.38923229,0.09547649
0.45606279,0.11897993
0.39023631,0.10146618
0.37300664,0.10906464
0.41779445,0.14381996
0.28631041,0.06944615
0.43857388,0.09927194
0.41915050,0.10997537
0.42995937,0.15258801
0.25932009,0.08233559
0.40967365,0.09489347
0.48362448,0.15720637
0.31328040,0.09036419
0.51580739,0.12011617
0.34469622,0.10994370
0.40302127,0.10541439
0.52986664,0.12177427
0.40957108,0.11047641
0.46932413,0.12885668
0.44917743,0.13729668
0.38753586,0.10810714
0.38785389,0.08893432
0.37123159,0.11338928
0.54611566,0.18765479
0.48120538,0.14821887
0.47530367,0.15466477
0.38691487,0.10249192
0.40665127,0.12039539
0.37194374,0.10715972
0.44077704,0.08522808
0.37668798,0.11008314
0.49977407,0.15291527
0.39202915,0.09302015
0.38770212,0.08768192
0.47605345,0.11797917
0.40476908,0.12220328
0.46429904,0.16423444
0.49089786,0.13441890
0.45165276,0.09257781
0.26591705,0.08149002
0.49636074,0.13189458
0.33300775,0.06924555
0.42990463,0.11299702
0.53257176,0.10931563
0.40730949,0.08832574
0.41770096,0.08814261
0.46021288,0.14078910
0.49391070,0.15559699
0.54233080,0.13136142
0.56466581,0.13107366
0.35505820,0.09281138
0.32191924,0.08737185
0.41131597,0.09017490
0.48292753,0.12911307
0.51604669,0.12336738
0.27913228,0.07105854
0.33524673,0.07705895
0.50825915,0.13246648
0.50703755,0.15845789
0.40028169,0.09903830
0.37234923,0.13213041
0.46991035,0.12227159
0.44891747,0.12422217
0.31231439,0.10142078
0.37845159,0.11984632
0.35145322,0.10901498
0.52559496,0.12469035
0.33218371,0.06679178
0.45491436,0.13141248
0.45509598,0.11035667
0.40030064,0.11301117
0.47101891,0.10857001
0.57557452,0.14609702
0.43553227,0.11673151
0.34419555,0.11391900
0.43510715,0.10388411
0.52507353,0.17315689
0.43291780,0.11327498
0.30734807,0.09039531
0.40038385,0.08436014
0.38055925,0.10386387
0.44533809,0.12414735
0.53045440,0.10795635
0.42488785,0.11383964
0.36822275,0.11814988
0.41775504,0.08796898
0.51325670,0.13552423
0.39931165,0.10304864
0.37465931,0.11776512
0.39741630,0.07716579
0.41762632,0.09979939
0.42442969,0.09108344
0.37523740,0.08865223
0.39688839,0.10824218
0.41109493,0.09193690
0.37718530,0.09679156
0.47374352,0.09603433
0.43925796,0.13025914
0.46577403,0.11437190
0.41127646,0.13169121
0.36722257,0.11971444
0.51554231,0.13604790
0.43619032,0.11982330
0.45692155,0.11604682
0.40288625,0.13873132
0.37368794,0.09012826
0.55593864,0.15355842
0.39412794,0.13539449
0.46511750,0.10585129
0.52375630,0.14240071
0.45690325,0.09688970
0.33120206,0.09100953
0.50249813,0.12261024
0.44332438,0.12940041
0.42012972,0.10024369
0.45320196,0.11176751
0.33536533,0.08898979
0.39920032,0.11537518
0.52699021,0.15176128
0.38924889,0.08973922
0.36477407,0.10516793
0.47710454,0.13012689
0.42265417,0.12682566
0.47876107,0.11283344
0.41231466,0.12843506
0.48022981,0.12928289
0.32865922,0.09932097
0.32529545,0.07171521
0.51890481,0.14455968
0.44914742,0.11997441
0.42950343,0.10596037
0.45727837,0.11961191
0.40101106,0.12634247
0.57505338,0.16308257
0.42035783,0.10771779
0.48799508,0.12569061
0.33366411,0.06795003
0.41572157,0.10160956
0.53653884,0.11997817
0.42526541,0.11174020
0.51466936,0.12133264
0.38660987,0.08968134
0.45832339,0.15027224
0.50909490,0.13062943
0.41819385,0.08177985
0.39093799,0.09979315
0.36428202,0.10096592
0.38125331,0.12338565
0.44937353,0.11695671
0.35979925,0.11818171
0.37243344,0.12860793
0.44137846,0.10267905
0.35639024,0.07356671
0.45700074,0.12461828
0.36753810,0.07542261
0.44682413,0.10198237
0.52214721,0.11234296
0.43221933,0.12598163
0.48396535,0.10031129
0.49185832,0.09849954
0.48070742,0.14313960
0.49939066,0.11290617
0.39534825,0.11115117
0.33848290,0.11512118
0.46998433,0.12290294
0.36914361,0.10361881
0.47169387,0.12989994
0.42631433,0.10010954
0.38704714,0.11903852
0.29275133,0.07234006
0.38660610,0.11716135
0.40597913,0.11179431
0.51542685,0.12220505
0.38587208,0.12579459
0.44132899,0.12546508
0.51058597,0.15002197
0.37235298,0.09659940
0.47510973,0.13224867
0.51143923,0.14137748
0.30698840,0.06777802
0.42917187,0.13164858
0.29288430,0.08034522
0.31177591,0.08113841
0.52956801,0.15749390
0.36063645,0.07606342
0.49330953,0.14342671
0.33694551,0.11236635
0.33941339,0.09777630
0.50736653,0.13040781
0.39742717,0.13178705
0.37244613,0.09241377
0.41642403,0.08267281
0.35181945,0.07911674
0.39580299,0.14057700
0.41141198,0.10293667
0.40425428,0.10401665
0.47246656,0.15554043
0.54560669,0.15265539
0.43883075,0.11833794
0.44464311,0.12734915
0.52065057,0.15274906
0.46013871,0.09940813
0.47513287,0.10216240
0.41191516,0.13946282
0.34617972,0.09834323
0.48248960,0.11007042
0.35885042,0.08749687
0.54996837,0.15953826
0.45100355,0.10198792
0.44291527,0.13095617
0.48262240,0.13531709
0.31796398,0.08157808
0.47500005,0.12885047
0.35392450,0.11209101
0.35886489,0.09480310
0.37175188,0.09546560
0.41301075,0.11459033
0.40971707,0.09958220
0.60219086,0.16989256
0.48130048,0.13805289
0.46686062,0.11546031
0.53604982,0.16173457
0.39289946,0.10406006
0.44832889,0.12550755
0.49995278,0.12751782
0.51513893,0.14640914
0.47597834,0.13206997
0.48237454,0.14852203
0.32355372,0.07065105
0.44399089,0.09604310
0.37490371,0.08240613
0.40283702,0.12482636
0.41496951,0.13347509
0.47691554,0.09764057
0.38518672,0.08033043
0.44835263,0.11334548
0.52945440,0.12806051
0.46029111,0.10008421
0.34386223,0.11229015
0.38143342,0.13045493
0.33865878,0.09163775
0.39281200,0.10703489
0.35792268,0.10624448
0.32593242,0.11327984
0.52387869,0.12172158
0.39587482,0.09554853
0.54069543,0.15234387
0.50094185,0.14021524
0.44619519,0.11063476
0.36646799,0.07814518
0.38378649,0.09599959
0.38884101,0.14394927
0.53146517,0.13378620
0.37372070,0.09589671
0.48290416,0.14521709
0.54740881,0.15786215
0.37674490,0.12556894
0.50024943,0.10525503
0.42402377,0.13548732
0.50015129,0.14447982
0.46902710,0.14855578
0.45966133,0.15216529
0.45278967,0.14826876
0.41545551,0.10962607
0.41449107,0.13635224
0.40427102,0.12776834
0.40819354,0.10109810
0.36843963,0.12822146
0.31730132,0.08791564
0.36491248,0.13345816
0.37398448,0.09420540
0.54975427,0.15640224
0.60767839,0.14594816
0.41576769,0.09468100
0.36282025,0.10427077
0.48962632,0.16211872
0.37320987,0.09252521
0.40057872,0.12581070
0.41346783,0.12116709
0.43909923,0.14977738
0.42099514,0.11130716
0.28559792,0.08127377
0.49730442,0.14739458
0.34710899,0.12717078
0.37241997,0.09317200
0.45231526,0.14390106
0.41111430,0.12794547
0.46242725,0.13629566
0.49122459,0.13714619
0.44690603,0.12712048
0.38573724,0.08989043
0.34171198,0.09948777
0.40250460,0.12340879
0.40486672,0.13264663
0.40048808,0.09723842
0.45098370,0.13230092
0.43880326,0.12288430
0.50843128,0.14403629
0.37052515,0.10514995
0.41794190,0.14120320
0.43289751,0.14599513
0.51099481,0.16250757
0.41074676,0.13521708
0.42484745,0.10605714
0.46932509,0.11333855
0.51054750,0.15826492
0.54837368,0.16207478
0.30604003,0.08433725
0.48407955,0.11579422
0.40134664,0.11601497
0.40822389,0.09402788
0.36054172,0.07533321
0.50049275,0.11313375
0.48104602,0.15374998
0.31608459,0.09355273
0.29527977,0.08904854
0.28062644,0.07418152
0.58753176,0.17264636
0.45052425,0.11417912
0.41480441,0.13582142
0.38600385,0.10240293
0.42727319,0.11048781
0.42090350,0.11053905
0.36001169,0.10769975
0.49114043,0.14608249
0.47844767,0.15402084
0.40167058,0.11759494
0.39570554,0.07662117
0.50854518,0.11956708
0.48166204,0.13025538
0.52152917,0.13723867
0.49721938,0.13481993
0.35580725,0.10494893
0.46267140,0.11668383
0.42566261,0.13364315
0.56333385,0.13088770
0.27834665,0.08601597
0.38312618,0.11351673
0.38839230,0.09490989
0.61973034,0.15199851
0.55892579,0.15959400
0.39236215,0.11841050
0.48569767,0.11363989
0.46239553,0.13251440
0.41696166,0.11906234
0.39195260,0.10364689
0.48144888,0.13555362
0.35452092,0.08719694
0.53659532,0.14756817
0.44972188,0.13175982
0.42276825,0.12798180
0.43707728,0.09753175
0.47042767,0.09378193
0.40001732,0.12143283
0.39907197,0.11965427
0.38308491,0.10669953
0.58208580,0.19314341
0.57892378,0.14918192
0.54645645,0.13294654
0.35627841,0.11929495
0.57802026,0.15289934
0.44443403,0.11053308
0.53882437,0.15058068
0.52010800,0.14473907
0.39076296,0.12194212
0.55423895,0.15127920
0.60610149,0.18700363
0.34022749,0.09862911
0.44250689,0.12272945
0.38920597,0.08709859
0.39379992,0.13066043
0.39343114,0.08365549
0.44834818,0.09376900
0.45440699,0.10195833
0.32052440,0.08907939
0.32610410,0.11158739
0.35058485,0.06796721
0.54266013,0.14327121
0.41361723,0.09086652
0.30686429,0.06844557
0.46149015,0.09002408
0.42077955,0.09987843
0.46045394,0.11260982
0.38672312,0.10551474
0.57132269,0.19259876
0.38020661,0.09122497
0.50972479,0.14403865
0.37964233,0.11631271
0.39186984,0.09793596
0.38285700,0.09810032
0.40080262,0.10538312
0.51000652,0.11859124
0.35835162,0.09876547
0.37504290,0.07302364
0.44356083,0.10199063
0.34205394,0.07369679
0.41477479,0.10897554
0.52445606,0.14605687
0.36820435,0.11454008
0.61306263,0.17741323
0.46911936,0.13641294
0.47231174,0.14946555
0.54057882,0.14874015
0.51713480,0.15199913
0.37630880,0.13245405
0.62419957,0.16606673
0.36472533,0.09254999
0.43614848,0.13826913
0.35855864,0.08239382
0.49057743,0.15197336
0.48093073,0.13917622
0.35470968,0.08173838
0.42560638,0.12343629
0.40550681,0.10021030
0.52381811,0.15212370
0.33610103,0.10543283
0.48154097,0.12589437
0.31392013,0.11213418
0.46440064,0.09954631
0.49046392,0.14349839
0.39988440,0.12399121
0.45362222,0.12570077
0.46038652,0.12537917
0.47841115,0.12891402
0.51627227,0.16288808
0.37442424,0.12152158
0.47853677,0.09855584
0.46909193,0.12380663
0.30542449,0.07912671
0.45077488,0.14637670
0.44998780,0.09427767
0.59505201,0.15820667
0.52130092,0.15690069
0.36774234,0.09261696
0.37229847,0.11178845
0.38689632,0.10587938
0.45947032,0.10705845
0.29063653,0.08030407
0.37813432,0.10251462
0.44625136,0.12891628
0.40905076,0.08596492
0.64109520,0.14644381
0.39237434,0.12238880
0.37679062,0.10263936
0.36281668,0.07582959
0.43779014,0.12903247
0.44660105,0.10801041
0.29744421,0.09316741
0.40041594,0.11035405
0.37906411,0.11252072
0.51553317,0.11414318
0.49235637,0.13923365
0.31793548,0.07919798
0.35007640,0.09108528
0.35277904,0.11049810
0.51464643,0.14608955
0.44474535,0.09874820
0.53951619,0.13739889
0.39082602,0.10267549
0.36829287,0.11647309
0.61916978,0.18510510
0.50172197,0.14326585
0.38985227,0.11465882
0.34032743,0.10821775
0.46009216,0.11783108
0.56616263,0.14487707
0.35751343,0.10900557
0.51935317,0.15838797
0.46753713,0.13047466
0.39105500,0.11518743
0.38571507,0.11616766
0.29891103,0.09179974
0.34410647,0.07804327
0.41145407,0.11956455
0.40282318,0.13862333
0.39861903,0.08511049
0.43621164,0.13326795
0.27924420,0.09595797
0.42743130,0.10749851
0.39952942,0.10625651
0.46634856,0.14048862
0.44181317,0.11967846
0.31864982,0.09366890
0.38432903,0.11342207
0.37832711,0.06859993
0.45085231,0.12110016
0.43537350,0.09870775
0.46328910,0.09667443
0.42478511,0.10482763
0.40540794,0.12318247
0.49472509,0.12864034
0.39255248,0.13360204
0.40780798,0.12657760
0.39495578,0.14915756
0.32211040,0.10086956
0.44156820,0.13548715
0.31311364,0.08312314
0.46941762,0.10546287
0.35684871,0.10532313
0.45856329,0.14668846
0.48733745,0.15477814
0.28314372,0.06560449
0.47156245,0.14483639
0.36227504,0.10013577
0.49596159,0.10464496
0.40491144,0.11375645
0.51922975,0.17511331
0.40397964,0.11182237
0.42734233,0.10134976
0.46917748,0.10719465
0.35917852,0.09349723
0.41423588,0.13797728
0.36526778,0.12045343
0.42663847,0.12887732
0.36280287,0.09805159
0.51984473,0.12098147
0.36173532,0.11959184
0.48253978,0.15644877
0.41537030,0.09403484
0.29147958,0.06888894
0.43733874,0.11602649
0.38814072,0.12553137
0.41550901,0.11562495
0.43158523,0.10145487
0.43443231,0.13330333
0.45613219,0.12374026
0.48896373,0.12182876
0.40804214,0.10646320
0.42758862,0.11791700
0.48356148,0.14427842
0.39112588,0.09969713
0.43913855,0.13931801
0.28773159,0.07862828
0.37949325,0.08418535
0.39064283,0.08462397
0.40585062,0.08062420
0.40161974,0.13025133
0.48488226,0.10995239
0.43020059,0.10350366
0.53219532,0.16893474
0.52649172,0.12336915
0.39705166,0.14079417
0.32443906,0.08786727
0.53171415,0.12600960
0.47887249,0.11093951
0.45738874,0.16446115
0.41992513,0.09505886
0.49452838,0.13022342
0.50446823,0.14379785
0.47545388,0.11955108
0.33734570,0.10807954
0.35304956,0.09817544
0.47380612,0.08955885
0.37549219,0.10173464
0.37070709,0.09279807
0.49156426,0.13024927
0.39799131,0.10166638
0.46212497,0.14239986
0.35122939,0.10934049
0.49302230,0.11962347
0.32733856,0.10364410
0.47046833,0.11768939
0.37767406,0.12012016
0.32409817,0.10320495
0.48173903,0.13861732
0.37959738,0.11872808
0.46584848,0.09937901
0.38430854,0.10341019
0.28721950,0.10129491
0.31939827,0.11787114
0.37087494,0.10548857
0.33829229,0.08872694
0.28550341,0.09091867
0.30659699,0.07327267
0.45162384,0.11835611
0.57966367,0.15736671
0.56562048,0.15549971
0.52028666,0.14943391
0.33042477,0.09073463
0.51921544,0.14406881
0.42554797,0.10315287
0.37808411,0.08887399
0.38096652,0.07763695
0.40055531,0.08858765
0.40191331,0.11605701
0.40563202,0.10473574
0.38945910,0.09508849
0.48775397,0.12104913
0.47368567,0.12345387
0.45125127,0.12209784
0.26958148,0.07049310
0.46492815,0.10034209
0.60205411,0.19244917
0.48178189,0.11156682
0.37695211,0.09609606
0.39524346,0.11501447
0.38752481,0.12799124
0.33413438,0.11601064
0.51230962,0.12939036
0.49236894,0.15388125
0.45323627,0.11819503
0.40229715,0.08436323
0.52021674,0.11609242
0.45679199,0.11235233
0.42969922,0.10950563
0.35754833,0.09829874
0.46418158,0.14803890
0.55027805,0.12052514
0.35288271,0.09160635
0.52356641,0.13273073
0.35485522,0.11619355
0.45170075,0.13973881
0.45131708,0.13733980
0.37186925,0.10397124
0.37033280,0.07620871
0.47601318,0.12155684
0.35501770,0.08335778
0.47564007,0.12535543
0.54870556,0.17410458
0.33161716,0.08294527
0.47899592,0.12762824
0.42608147,0.11853211
0.39555454,0.10843031
0.35457545,0.10280862
0.49949574,0.12898471
0.42008745,0.12489076
0.49625441,0.12726132
0.45313026,0.13230690
0.48823909,0.12022498
0.46802213,0.10243052
0.39877834,0.10845466
0.30104951,0.06599516
0.50300137,0.14881881
0.31888727,0.07157808
0.44847764,0.11943705
0.40010038,0.13484657
0.45743946,0.12284684
0.34692454,0.09027310
0.49490592,0.16965294
0.47270680,0.12847628
0.51630080,0.15180759
0.38729314,0.08165947
0.36436825,0.12072520
0.35260975,0.09059298
0.49372688,0.13485758
0.31731224,0.08732459
0.43896782,0.12677408
0.40751043,0.13820911
0.31515894,0.09259632
0.49619705,0.11371425
0.41943815,0.08230042
0.40004842,0.09842809
0.36623765,0.09965818
0.32580378,0.10370451
0.48623114,0.12417668
0.31273041,0.09129627
0.38681195,0.10934091
0.51755013,0.12818246
0.40577960,0.13500314
0.45754264,0.14427023
0.26064228,0.07082447
0.46781060,0.11015709
0.30182628,0.07827938
0.29715702,0.08402808
0.34373594,0.09605741
0.36172155,0.10219871
0.55718219,0.18972631
0.46118423,0.10711429
0.56952320,0.13642851
0.42412489,0.13238217
0.37805147,0.08219873
0.35936340,0.08042647
0.54508321,0.15259676
0.43293750,0.13922616
0.49598153,0.13297142
0.42429732,0.12339047
0.48667230,0.14267864
0.40184395,0.12310485
0.46043287,0.13108311
0.34204621,0.09423852
0.34519570,0.10264792
0.37925707,0.11342870
0.34374602,0.07919241
0.29802266,0.09450937
0.36859812,0.12155313
0.40589456,0.12769607
0.43032655,0.10531123
0.54835829,0.12641538
0.51402105,0.14038759
0.34114764,0.10533122
0.33452091,0.08021124
0.34075359,0.10427582
0.43034383,0.11245741
0.39513224,0.12089157
0.38523952,0.10057531
0.41609553,0.08931642
0.39176845,0.11777948
0.55712451,0.15987715
0.36360421,0.11198303
0.41121438,0.10583131
0.49798446,0.14884418
0.44922025,0.12585008
0.41710406,0.12106009
0.37403773,0.09026811
0.39714293,0.10252027
0.49443971,0.14930292
0.46618135,0.13815847
0.48509277,0.12894334
0.48446897,0.10731023
0.62566790,0.18408343
0.40577954,0.13001393
0.37204964,0.11309324
0.38841892,0.10553961
0.38674312,0.14323736
0.56868494,0.13762982
0.48233915,0.14995083
0.34243347,0.10386155
0.48551947,0.11803199
0.37838623,0.08660701
0.58258317,0.12803849
0.39772043,0.12640859
0.39617224,0.08092633
0.50624094,0.16812844
0.52281886,0.13020151
0.33391310,0.11463713
0.40928349,0.10185412
0.37117199,0.09964966
0.31988528,0.07396137
0.42083581,0.10279282
0.46096696,0.13392983
0.38741121,0.07895384
0.37589251,0.10582512
0.47677715,0.13228337
0.51286717,0.17052976
0.38737786,0.08319371
0.43950154,0.12293252
0.49621126,0.14439788
0.47335771,0.11491931
0.40953336,0.12669063
0.32677907,0.10179364
0.43121945,0.12627977
0.29210415,0.07103253
0.35549620,0.08730952
0.30347697,0.08232441
0.32752208,0.10107006
0.53668761,0.12117284
0.42654646,0.12821572
0.41153507,0.10098435
0.31207095,0.07059803
0.41341213,0.11713034
0.42930990,0.11511733
0.48151089,0.10854430
0.44100016,0.14338283
0.45949877,0.11826840
0.46165644,0.12182985
0.37946912,0.09413037
0.46396661,0.11609832
0.36176853,0.11536092
0.36573347,0.08410598
0.39960293,0.11058199
0.33616461,0.09011784
0.37952082,0.12161670
0.43603861,0.10882944
0.33056804,0.09066452
0.57430823,0.17260021
0.44767602,0.11620372
0.44803756,0.13042378
0.42691158,0.13481824
0.44864552,0.14451442
0.41391071,0.10518697
0.39150903,0.08899258
0.45166728,0.14350602
0.48546694,0.11562665
0.56220227,0.15945708
0.53125018,0.13099140
0.37966133,0.12630270
0.55423193,0.15551442
0.50346265,0.14194489
0.31622418,0.10262479
0.45829173,0.13462281
0.30837846,0.06726085
0.35211775,0.09005453
0.46948261,0.08685372
0.39867450,0.10626767
0.47816019,0.10802231
0.40337301,0.11208607
0.57632416,0.14871469
0.35747005,0.08331468
0.42258721,0.13223449
0.37303805,0.12364127
0.45730688,0.11209193
0.34011555,0.08887614
0.39184569,0.08880119
0.40788282,0.10119592
0.41249432,0.12711418
0.43332270,0.13933924
0.40178431,0.12700332
0.52937877,0.11605751
0.47812749,0.10155675
0.50327386,0.13908076
0.32153116,0.09234706
0.34641861,0.10166856
0.55466031,0.16012604
0.37349977,0.08812919
0.41722093,0.10168103
0.38252917,0.09663451
0.39151619,0.10089166
0.49032793,0.13689649
0.48891164,0.10393683
0.50674572,0.16408707
0.46531185,0.11382654
0.44486133,0.14801620
0.47071605,0.13945357
0.44092311,0.11889002
0.41836917,0.13258944
0.37373846,0.10806912
0.35544737,0.09468754
0.38334477,0.12572949
0.42553317,0.12721940
0.38840863,0.11989386
0.30268405,0.09337265
0.47734002,0.12336630
0.52227778,0.10420263
0.59222890,0.14223063
0.45387381,0.11408352
0.41265263,0.12220026
0.44873103,0.13831472
0.49735394,0.14629022
0.42975849,0.13382687
0.44501214,0.15479366
0.37720926,0.09410445
0.37276294,0.09714013
0.49399212,0.13162128
0.34922426,0.10393236
0.45725684,0.12406871
0.50387996,0.15022806
0.40472356,0.09094315
0.35771475,0.09189809
0.51595244,0.17772521
0.27084044,0.07527094
0.56183114,0.15414887
0.48436587,0.11499066
0.44193230,0.08824968
0.42514785,0.12744519
0.31893598,0.09053629
0.43505845,0.11980191
0.48124630,0.10954833
0.39028556,0.09877406
0.39743481,0.09489967
0.33255745,0.09917032
0.41314637,0.10058761
0.39035037,0.09206105
0.37993535,0.07904904
0.37665136,0.08024152
0.54005142,0.13992111
0.53186570,0.17082385
0.53747344,0.14042501
0.37157825,0.10851695
0.45312737,0.14198300
0.40392110,0.11317415
0.41959565,0.11623780
0.41531762,0.11704504
0.40102803,0.11219229
0.38236671,0.07826243
0.40617554,0.12834204
0.33659778,0.09134461
0.31016041,0.08396604
0.40636838,0.11982485
0.44409392,0.14381362
0.44379469,0.11635161
0.47003728,0.13257956
0.28005678,0.06897474
0.33875155,0.10808559
0.43376284,0.15741346
0.35624674,0.08107062
0.43461316,0.10376844
0.40354623,0.10535397
0.36866297,0.13141114
0.46833177,0.13773549
0.39453149,0.13469523
0.46023680,0.12264566
0.40154401,0.09812630
0.31573571,0.11266888
0.41163606,0.11282766
0.43742163,0.14397241
0.38750358,0.09690700
0.32839923,0.11445218
0.41021616,0.13920915
0.36602262,0.12629010
0.45180838,0.14329792
0.41417626,0.10444192
0.37492143,0.13249923
0.48525459,0.13824802
0.41440989,0.13221842
0.41430079,0.12445381
