beta,gamma
0.61027189,0.13554974
0.51166174,0.12594524
0.47381580,0.11675127
0.34559915,0.11989831
0.45803680,0.11382154
0.49317493,0.15007796
0.37388706,0.09379170
0.43502777,0.10746477
0.33576718,0.08728732
0.45277525,0.11784342
0.41985171,0.13834012
0.46170551,0.15355764
0.54050411,0.15523220
0.55184035,0.14860721
0.37042119,0.09214018
0.40263892,0.13362378
0.46558828,0.12753533
0.52453285,0.18460895
0.57902831,0.14969955
0.37850768,0.12716174
0.40322896,0.09319617
0.33812448,0.08929106
0.43934121,0.15307017
0.35257924,0.06975090
0.44762463,0.14046760
0.43854835,0.10549329
0.48810894,0.14987628
0.42432611,0.13721436
0.44257567,0.14285676
0.40431372,0.11131186
0.48978556,0.12855138
0.45252258,0.14760520
0.46043969,0.14394280
0.46891123,0.14689837
0.42676957,0.13248538
0.51233594,0.14247479
0.41007344,0.12160889
0.46088902,0.11122839
0.50095512,0.12235460
0.38673168,0.11829196
0.44892416,0.10537138
0.47344774,0.13735169
0.36055054,0.10005307
0.56167944,0.19386875
0.40171391,0.11744359
0.51431577,0.15131839
0.48115821,0.16064713
0.39389113,0.11159192
0.34717716,0.07997431
0.43954100,0.11847071
0.32832097,0.10303063
0.52417010,0.13704754
0.31917818,0.10359488
0.38495570,0.09948815
0.44042157,0.10200162
0.50233497,0.13909533
0.51602833,0.12644632
0.40779178,0.11350367
0.38768965,0.10609912
0.53230721,0.16624188
0.38968700,0.13399778
0.36081167,0.08455253
0.49538242,0.10688593
0.49528050,0.13196144
0.46806438,0.14907182
0.48748365,0.13369393
0.39212026,0.08994792
0.45890323,0.15155086
0.44652549,0.12230950
0.31252548,0.08277783
0.46840538,0.13885366
0.39898976,0.10036638
0.34332937,0.07841727
0.49111123,0.13215161
0.44559638,0.14431533
0.55672977,0.13908941
0.52554478,0.13446207
0.46304295,0.14017576
0.34709481,0.09660036
0.29867432,0.07953564
0.42625530,0.13967914
0.36143796,0.10462546
0.48613123,0.10778485
0.48519217,0.12891076
0.56518260,0.15601085
0.52744816,0.18149880
0.44793005,0.13146892
0.40854310,0.12434745
0.43355066,0.14512208
0.31850210,0.09337849
0.62140679,0.17425369
0.32046197,0.08386759
0.33350632,0.10212464
0.49931609,0.11927203
0.41301866,0.12454354
0.44948750,0.12963832
0.33868755,0.09661480
0.32341574,0.08940313
0.48818737,0.13763530
0.43030063,0.13077714
0.30211612,0.08283783
0.29961845,0.08386559
0.35609462,0.07864436
0.46951031,0.09187515
0.35795072,0.08769661
0.44806644,0.13117942
0.44966265,0.12217530
0.49285887,0.11734100
0.39578916,0.11337700
0.33870414,0.08653923
0.44064970,0.12997881
0.44510684,0.12646337
0.44430961,0.15007101
0.35292551,0.12333151
0.29996897,0.08072245
0.41869504,0.12765792
0.38010707,0.10916158
0.43209624,0.11575470
0.58259731,0.15107594
0.53834309,0.11897945
0.48489439,0.16054699
0.35453124,0.09626239
0.53208767,0.14012713
0.33399748,0.10759919
0.51444195,0.15328345
0.30106950,0.09325809
0.42413509,0.14219928
0.50066332,0.14961356
0.47831983,0.13030197
0.53639836,0.16667918
0.38266665,0.09885922
0.47458516,0.12680609
0.39320883,0.09781723
0.39886823,0.11568539
0.34320486,0.07526125
0.37933670,0.10381544
0.35045717,0.09241527
0.36879162,0.11890248
0.45312397,0.13210347
0.49032281,0.12359369
0.52358676,0.14291907
0.37685446,0.10073430
0.46036763,0.09486673
0.54155375,0.12797913
0.42329134,0.13007845
0.33437177,0.07924911
0.47806069,0.11759683
0.34889042,0.09460077
0.39573164,0.08921511
0.51026544,0.12753322
0.47086198,0.14703296
0.43733964,0.11069914
0.38784575,0.10427405
0.47009469,0.10757446
0.40435751,0.10591837
0.57454994,0.17584041
0.32787050,0.07538493
0.38753654,0.12194278
0.52192970,0.12494527
0.37287589,0.09177805
0.50141328,0.11790878
0.40876436,0.14498415
0.53574867,0.13440115
0.33199614,0.12008779
0.41950528,0.08195405
0.42946489,0.14618602
0.39023412,0.08497444
0.32567331,0.10226203
0.37448360,0.12491258
0.36801861,0.12341219
0.27616284,0.07117978
0.51650460,0.12055188
0.39602300,0.09657385
0.32807614,0.11278699
0.39776500,0.11800993
0.45860222,0.13495168
0.42475238,0.10632175
0.45173637,0.11281053
0.47250233,0.14560590
0.34738316,0.09144184
0.43945860,0.10114151
0.44970305,0.13937483
0.35234339,0.11000693
0.53851367,0.17982773
0.46932507,0.11431056
0.39075177,0.09631457
0.58619070,0.13872857
0.38580181,0.07533335
0.44128773,0.13269803
0.39991014,0.13858061
0.35519874,0.08367782
0.41596407,0.12074293
0.45224264,0.15394745
0.43333543,0.11939172
0.40377626,0.08820502
0.41497560,0.08222933
0.44098798,0.08591532
0.34819923,0.07038992
0.35758489,0.07321506
0.44384852,0.13242477
0.42739186,0.09161863
0.47099951,0.08708140
0.51503779,0.13580247
0.37484257,0.09502580
0.44716228,0.14123436
0.37482600,0.10189978
0.37601335,0.08955940
0.43598846,0.09726745
0.36679224,0.09152738
0.42747236,0.12576184
0.38281238,0.10936720
0.50708613,0.16767090
0.40597962,0.10849502
0.36920645,0.10517373
0.49626253,0.13594604
0.49308119,0.12871164
0.48688646,0.14303603
0.51428117,0.14684054
0.43958891,0.10436294
0.36190009,0.11066542
0.56801242,0.15707056
0.37155484,0.10705355
0.45827658,0.11874910
0.41155231,0.13148360
0.34397030,0.08063558
0.42639700,0.13006311
0.42457384,0.11966541
0.41067271,0.08501363
0.42169524,0.13609234
0.36706866,0.08201843
0.36535284,0.12550502
0.46362559,0.14027844
0.41226674,0.09109995
0.53245930,0.15622945
0.41514940,0.11677729
0.40600270,0.10281350
0.43298626,0.13055375
0.31843062,0.06964859
0.33949239,0.10568636
0.42618282,0.12315781
0.28648573,0.09078893
0.45394605,0.10718557
0.34359342,0.10320277
0.44329281,0.13086348
0.50389877,0.16975073
0.55144085,0.15625458
0.42804059,0.14793448
0.42194101,0.14058751
0.46006639,0.14549949
0.35301266,0.11853126
0.32378713,0.07484046
0.30484903,0.09020635
0.47116552,0.08817464
0.38897010,0.11919856
0.45994194,0.13343232
0.31485130,0.07320966
0.66348118,0.17584252
0.45844853,0.10893220
0.28800943,0.09127377
0.34874635,0.08498122
0.34765236,0.11035081
0.45411197,0.10833560
0.51148830,0.13067709
0.27928584,0.08256000
0.37850780,0.12041200
0.40507422,0.10612204
0.42406002,0.11214090
0.47692574,0.10277364
0.33130168,0.07460097
0.35946122,0.09995873
0.37681936,0.12279101
0.45685821,0.11815179
0.48241659,0.11450637
0.48433116,0.11322294
0.44961685,0.12557750
0.45436769,0.10362446
0.37805496,0.10616174
0.36359448,0.11244874
0.50492645,0.15449247
0.50041086,0.14258188
0.35298944,0.10107006
0.45360229,0.12603735
0.51430662,0.16269947
0.41119474,0.11851893
0.51123882,0.11649050
0.44247822,0.13605672
0.34001055,0.11145929
0.34257769,0.09348668
0.46796894,0.14723837
0.57004026,0.14428702
0.38915225,0.08251934
0.37558383,0.12763002
0.44316460,0.13127048
0.42682688,0.15588603
0.40410793,0.11915550
0.29219090,0.10138445
0.46601970,0.14768834
0.49395410,0.13071333
0.55477501,0.14349479
0.42534646,0.09849833
0.38575843,0.09077538
0.47907632,0.13308167
0.35845452,0.08129010
0.35133960,0.09373253
0.37106451,0.07665261
0.34950188,0.10348380
0.41927943,0.13382370
0.31833546,0.06103184
0.42771045,0.13848795
0.33648773,0.08787214
0.50730670,0.13665016
0.49043556,0.11572128
0.43817722,0.09621007
0.56479293,0.16192709
0.44324783,0.13879367
0.47622984,0.12012056
0.39244808,0.08200558
0.45875857,0.10462382
0.36314619,0.10600989
0.49892265,0.13245086
0.51320473,0.13090332
0.45764983,0.14040900
0.51746487,0.12861581
0.58351132,0.14864893
0.40708890,0.08880751
0.45769220,0.10804321
0.44526225,0.13147992
0.49394729,0.12289646
0.38943846,0.07827524
0.45628459,0.15211125
0.42905518,0.07622513
0.32636421,0.09934741
0.42987593,0.09390949
0.45069969,0.11037468
0.32215853,0.07842467
0.54235713,0.14673083
0.40960063,0.12873056
0.48870331,0.11306021
0.41441016,0.12898235
0.44503555,0.11955833
0.35072785,0.08266376
0.53132205,0.13173064
0.51325260,0.11490190
0.38184799,0.09101036
0.34095978,0.11887635
0.57137162,0.17303455
0.42185712,0.10826899
0.58428430,0.17180202
0.35633815,0.10152668
0.37432277,0.09470306
0.38534565,0.12512850
0.43322756,0.09303855
0.43780824,0.11935200
0.57219907,0.18365773
0.49246563,0.11138136
0.44844450,0.10532659
0.38953995,0.12459638
0.40032805,0.09441739
0.37473638,0.11478471
0.46548938,0.14384446
0.42299786,0.13882567
0.41796216,0.12275581
0.39339582,0.11983455
0.39400618,0.13919221
0.49697701,0.10772607
0.47426976,0.14121088
0.49146598,0.11463098
0.34550536,0.08227449
0.53600431,0.13834997
0.42826982,0.09678428
0.48797678,0.12202760
0.31913845,0.10996350
0.50681934,0.10952459
0.36387174,0.09787143
0.42088371,0.12199956
0.36263863,0.08207046
0.38258332,0.11800044
0.43557186,0.14136963
0.30543836,0.07210126
0.42812450,0.14401670
0.50427810,0.12181186
0.42289057,0.11582936
0.38666461,0.10161813
0.44709128,0.10245767
0.50186144,0.15665296
0.44256120,0.10419433
0.36020459,0.09483775
0.62984287,0.17055162
0.46572082,0.13935057
0.39523200,0.08837540
0.44798735,0.14836824
0.52829184,0.16959966
0.39695513,0.11551074
0.45770675,0.11382569
0.44388176,0.13936942
0.36804878,0.11819460
0.46924084,0.11794294
0.49655976,0.15845757
0.46163228,0.09969604
0.34934866,0.11073999
0.48788177,0.14589287
0.53264421,0.10784888
0.33315013,0.09788464
0.45492152,0.12771989
0.43460547,0.11253622
0.44732931,0.10116931
0.36406834,0.07089791
0.43906105,0.13530488
0.37706401,0.10632089
0.32798634,0.06500673
0.48048904,0.14467921
0.39529555,0.08775645
0.54315411,0.14424166
0.62669628,0.16088481
0.33438967,0.10007840
0.51438450,0.14164271
0.53072207,0.14936078
0.64340958,0.17024400
0.49260395,0.14536400
0.38899792,0.08806542
0.48015699,0.11297327
0.33442030,0.10579097
0.48283009,0.13594348
0.40997358,0.09259163
0.39279754,0.13110581
0.42212441,0.11837348
0.41682724,0.12596052
0.33786880,0.07948956
0.39724950,0.08890115
0.48076673,0.14211445
0.35758679,0.08903314
0.43257768,0.12579606
0.30435980,0.07398133
0.46733844,0.15064175
0.34704948,0.09556925
0.55809838,0.14347403
0.49827392,0.15831188
0.37325156,0.11446991
0.43393849,0.10453026
0.34913702,0.09481715
0.53793153,0.13458248
0.37571488,0.08741255
0.43394752,0.15103228
0.48813850,0.15137943
0.38004608,0.10358222
0.38848474,0.14298657
0.44159549,0.13644277
0.61275443,0.16447222
0.42694429,0.08160895
0.35536247,0.11569906
0.49091600,0.15155225
0.49643614,0.13246071
0.43794979,0.12217361
0.40934104,0.09677656
0.36782596,0.08213748
0.52574416,0.10437979
0.43619672,0.10497263
0.54285869,0.14764156
0.44900394,0.12879513
0.38282232,0.12681523
0.45360744,0.14204478
0.40484494,0.11694910
0.46267881,0.12709979
0.49212571,0.14473366
0.39935395,0.10882263
0.47422840,0.12789996
0.43330200,0.13397316
0.37403991,0.11602379
0.53799231,0.16121368
0.44314375,0.09441433
0.32675415,0.09501985
0.39049018,0.08925552
0.36485808,0.08577449
0.39410728,0.09190722
0.31035070,0.07678028
0.49821400,0.13236641
0.36926433,0.08725606
0.39673743,0.10287088
0.36110998,0.10156531
0.46293632,0.13888295
0.33951328,0.08832032
0.45291054,0.10819033
0.40723531,0.11550733
0.35171721,0.12168076
0.42230657,0.08856327
0.33159299,0.11300815
0.40211279,0.13791971
0.41266476,0.10219022
0.44694440,0.13505553
0.38653820,0.10962462
0.49491232,0.13982866
0.37865285,0.13059722
0.36110863,0.11236133
0.48675735,0.15438605
0.51307483,0.13112277
0.40739300,0.13343022
0.48552405,0.13180111
0.47822090,0.12760387
0.40483142,0.11670518
0.52132301,0.16462573
0.33174866,0.08404266
0.48058463,0.14840648
0.40731494,0.13208041
0.49360588,0.15585654
0.50542722,0.16556099
0.36691234,0.08755336
0.46005452,0.12211239
0.46890680,0.11701125
0.40054559,0.09258582
0.44266772,0.09989918
0.31177961,0.07969528
0.38615364,0.11507183
0.39331264,0.11190567
0.42672744,0.10720863
0.32288946,0.10227458
0.34827352,0.10320686
0.49824401,0.12114029
0.37658915,0.11875517
0.38558359,0.13013358
0.33117929,0.08494117
0.33183100,0.09423715
0.30393853,0.10962348
0.54927326,0.15345656
0.45123974,0.14291502
0.39933306,0.10492560
0.54328986,0.15553788
0.36167742,0.09586791
0.33632371,0.11452455
0.42766778,0.11196035
0.32439022,0.08675421
0.40068324,0.12236131
0.34562061,0.10499980
0.41301643,0.13232126
0.38457015,0.10598996
0.38722568,0.10832437
0.31032631,0.07436349
0.37247477,0.08331420
0.51871103,0.17342598
0.55219724,0.18571527
0.41211088,0.11847569
0.52722573,0.14140105
0.32670783,0.09521491
0.45641553,0.14930607
0.27493486,0.07203762
0.46113614,0.12813361
0.37708656,0.08144450
0.42673337,0.08896573
0.33771533,0.10061242
0.35787780,0.09158042
0.40189762,0.09354659
0.50241690,0.13047134
0.31259392,0.08339438
0.39320711,0.13733979
0.40339213,0.10769510
0.38728686,0.08072550
0.31517847,0.06482796
0.41506268,0.12587772
0.41715251,0.09473750
0.41360017,0.09659622
0.48426996,0.10686660
0.51889697,0.10837029
0.35301270,0.07769155
0.35544662,0.11522762
0.36020174,0.10240344
0.58177193,0.15035516
0.36820786,0.08437866
0.26957528,0.06744310
0.44076830,0.11562489
0.43447403,0.13434376
0.39155774,0.09087994
0.51641505,0.14937174
0.36705048,0.12334740
0.46393427,0.13787447
0.52436349,0.17688973
0.36966732,0.09150153
0.44020932,0.12765625
0.53081312,0.12273668
0.41576202,0.12186616
0.39915808,0.13348836
0.39179193,0.07510221
0.36038770,0.08509924
0.35899250,0.10393800
0.39781125,0.11695958
0.47612191,0.13878219
0.46527731,0.14437647
0.40485298,0.07515740
0.40177023,0.09955007
0.40999052,0.09557787
0.40417702,0.13103249
0.42513698,0.10271884
0.32485768,0.10349767
0.34025436,0.10794148
0.35960062,0.08409924
0.33612778,0.10971609
0.42430266,0.09407174
0.38493577,0.14810505
0.33713926,0.09265584
0.42539905,0.11700179
0.47310786,0.13743474
0.30959463,0.08864702
0.58567845,0.12550781
0.35857235,0.10110994
0.44933233,0.11576757
0.45003059,0.14255102
0.31447630,0.06718507
0.43225181,0.14224901
0.52988175,0.14764372
0.38512072,0.08997275
0.35217745,0.12058965
0.43629945,0.12570851
0.51932393,0.15393574
0.40366429,0.12486362
0.38522402,0.10085259
0.34364741,0.07708882
0.38415494,0.09427430
0.38272922,0.10236118
0.35623422,0.10561077
0.45092182,0.14547563
0.30055922,0.08201476
0.44939855,0.15037934
0.43090166,0.14100081
0.32751796,0.10441707
0.50983778,0.14292979
0.31139744,0.07177988
0.42939394,0.08132315
0.41418663,0.09104548
0.49155843,0.12192951
0.50992172,0.14370940
0.48987439,0.13218824
0.32144274,0.07833623
0.41089618,0.09684001
0.47801981,0.13454148
0.33525527,0.08626070
0.38841765,0.12362289
0.43023320,0.12156339
0.45071100,0.10025852
0.48225678,0.11884673
0.37515455,0.12149082
0.48453829,0.14819316
0.45214480,0.13532861
0.39447131,0.10389592
0.51148943,0.11610336
0.39355481,0.10988505
0.32657417,0.11171583
0.38283005,0.08282899
0.50885561,0.12604555
0.53472030,0.16134616
0.50170599,0.14797515
0.31056512,0.08790411
0.37949683,0.12447494
0.55978608,0.17116214
0.34441545,0.09350869
0.32390777,0.08745701
0.42889633,0.10128305
0.39268258,0.08490296
0.31121714,0.07951120
0.45496874,0.15616457
0.43135390,0.12154938
0.39901940,0.12750945
0.45113872,0.14040354
0.39968630,0.11945244
0.49417301,0.12108960
0.32509416,0.08035838
0.40401438,0.09249293
0.37843678,0.09858677
0.43431089,0.11316632
0.46279468,0.13533826
0.44815250,0.12461110
0.42536612,0.12383935
0.43524181,0.09901145
0.37829670,0.09402061
0.44076898,0.11447571
0.37611043,0.08015453
0.38100507,0.09856771
0.44526468,0.11009904
0.32821101,0.10226436
0.43113170,0.15502829
0.28959641,0.08491514
0.49982770,0.15449153
0.48856516,0.16139993
0.35012857,0.10624696
0.26105815,0.09365733
0.26322933,0.07874874
0.50110385,0.14069527
0.35878159,0.08615650
0.39931387,0.11492080
0.66047118,0.17613901
0.47405693,0.15623797
0.42515011,0.10646605
0.54331134,0.13587292
0.34330826,0.09733466
0.49367906,0.10699827
0.38094134,0.09858065
0.33504768,0.10645888
0.42171920,0.12873242
0.40228388,0.12679254
0.51019669,0.15834605
0.48535789,0.10749478
0.52855703,0.17063540
0.38375492,0.11487755
0.55366679,0.12123502
0.43554594,0.10516776
0.41435323,0.08583002
0.35879309,0.09473612
0.31768200,0.07716847
0.39715113,0.12426412
0.44826329,0.11410671
0.29523907,0.06855486
0.48256229,0.13693066
0.38013834,0.11143429
0.37727376,0.10691224
0.37127032,0.08799201
0.48363235,0.16443488
0.49559849,0.11783770
0.36544162,0.08962373
0.55421438,0.14799498
0.35738678,0.11953027
0.30832418,0.10672914
0.37170317,0.10538811
0.44281550,0.10778220
0.42732463,0.14135109
0.40592749,0.14365666
0.39802536,0.11964404
0.35665803,0.10241318
0.34174706,0.07608122
0.42244651,0.08860419
0.51139736,0.16377569
0.36288702,0.08749447
0.35520777,0.11040371
0.48967279,0.12472152
0.56134193,0.14334121
0.55176373,0.14494970
0.53537689,0.14811030
0.39081113,0.11311440
0.45637945,0.11250326
0.41169715,0.14317765
0.36806820,0.09260068
0.35759924,0.07536721
0.30666281,0.08082935
0.40664537,0.12147409
0.30433266,0.07009771
0.46598761,0.10686831
0.37505445,0.07936253
0.36611354,0.10603043
0.36738881,0.08490382
0.37230585,0.10430527
0.45955907,0.10773543
0.53961793,0.15357273
0.46999460,0.11770334
0.45744577,0.08707008
0.34966511,0.07760914
0.44504416,0.12050509
0.27593892,0.07119026
0.38245023,0.09588752
0.39487621,0.07727409
0.37371450,0.09462933
0.38887751,0.07817173
0.41929650,0.13406445
0.42565698,0.13858999
0.36607060,0.11880710
0.34934707,0.08886803
0.45227146,0.10359245
0.42068981,0.11355599
0.44251186,0.13059806
0.39153912,0.08108560
0.36694695,0.09731024
0.34489638,0.10516354
0.34607046,0.08234569
0.38095167,0.08221377
0.46383081,0.12093333
0.46103031,0.11584486
0.39584240,0.13023595
0.39471982,0.09086184
0.47686672,0.11217912
0.34112551,0.09615439
0.48325674,0.10411050
0.63356927,0.15983409
0.40622889,0.12185371
0.52756843,0.14729091
0.48951816,0.12639835
0.49661107,0.17260192
0.47229845,0.11770548
0.37123287,0.11301544
0.46943145,0.12863085
0.34463840,0.08789139
0.40265606,0.11533163
0.38430260,0.13234143
0.41881978,0.09595768
0.43418799,0.10319179
0.40044248,0.08307602
0.42859397,0.10299176
0.38909546,0.10368904
0.39105892,0.13446007
0.41341555,0.14187619
0.43082957,0.12404651
0.50310598,0.13132767
0.43483787,0.10595415
0.43677288,0.12501994
0.47307803,0.12052971
0.38879839,0.09247147
0.39383852,0.10814000
0.42209192,0.12811965
0.34904406,0.11015375
0.34591575,0.10209577
0.38925818,0.12381080
0.44261786,0.12145780
0.34524606,0.08020294
0.40301094,0.10326665
0.44142113,0.13510356
0.43097255,0.12491665
0.47029979,0.14653195
0.42300693,0.13157970
0.43068507,0.11089796
0.37166964,0.11006577
0.41067188,0.12233052
0.41148170,0.10695695
0.37402922,0.09402166
0.29528153,0.07636748
0.40991183,0.09937393
0.32939479,0.07990762
0.38711809,0.10085436
0.51666420,0.12457071
0.55648105,0.11816209
0.41717024,0.11725977
0.44847594,0.12528116
0.31788155,0.09371118
0.47005062,0.13452192
0.28842273,0.07484798
0.44868189,0.11936130
0.51648248,0.14878006
0.49181247,0.11790394
0.49946858,0.10407079
0.38106345,0.10449804
0.33497182,0.07113485
0.44018196,0.12236308
0.40086318,0.11987476
0.50454146,0.12868200
0.49977954,0.12969496
0.46888482,0.14991850
0.56932206,0.16551759
0.32952819,0.07496249
0.44860984,0.11984510
0.49867435,0.11900658
0.31670686,0.10803761
0.42473346,0.10804594
0.45003959,0.12330818
0.51033998,0.13219054
0.45726104,0.10317783
0.47050496,0.11653701
0.46803666,0.11935301
0.47910457,0.13113015
0.41675474,0.10335746
0.35937595,0.10065026
0.41193373,0.10701197
0.35008531,0.08175720
0.48295098,0.13458333
0.61937789,0.17617294
0.31887570,0.10990323
0.48467736,0.10895358
0.39370856,0.12813224
0.48042458,0.09903572
0.50677712,0.14804475
0.42991918,0.11453425
0.30384231,0.06211368
0.46396326,0.13155901
0.39927976,0.14896332
0.39029885,0.10902771
0.52533804,0.10697343
0.41220651,0.11743231
0.41568448,0.12986973
0.33290388,0.09027119
0.49215682,0.11711122
0.35284177,0.09870073
0.47161331,0.16245387
0.34926224,0.08776793
0.32475685,0.07822307
0.32618726,0.11498898
0.40115000,0.11891670
0.36511993,0.14079125
0.47733524,0.12777344
0.44834705,0.13713254
0.47966170,0.15830053
0.48846426,0.13678167
0.46185067,0.10892571
0.46376236,0.14017110
0.38303404,0.10778071
0.42104276,0.12793490
0.41337480,0.11901586
0.33410174,0.08293116
0.26730567,0.08426621
0.60293170,0.19723416
0.33377604,0.08548246
0.36293888,0.10720097
0.54823564,0.13761948
0.41587141,0.10584737
0.36850636,0.10326129
0.35960061,0.08871643
0.35253122,0.09864308
0.40460342,0.13467422
0.37533950,0.09404147
0.45490644,0.11421241
0.43351610,0.14119177
0.43448690,0.13436139
0.38481778,0.08349436
0.34751586,0.08840701
0.39677500,0.09883907
0.39791995,0.08290011
0.30885382,0.07029286
0.43763377,0.10076996
0.50806510,0.15771762
0.46411779,0.15268797
0.54418683,0.16782643
0.52483322,0.16099877
0.49795056,0.12617921
0.49507076,0.13066644
0.32720958,0.07443792
0.43862278,0.10656011
0.34969156,0.08194095
0.36460581,0.09391313
0.47630083,0.10789350
0.57049445,0.17113811
0.37785032,0.10570987
0.49985666,0.11247981
0.57324336,0.14949063
0.48290922,0.12009268
0.35970505,0.11972468
0.33140565,0.10106461
0.54436210,0.14024976
0.53849765,0.12740073
0.39943412,0.10272495
0.38189913,0.09297144
0.55815541,0.16858275
0.31320924,0.06990644
0.38258225,0.07467823
0.38872447,0.12586304
0.39507950,0.09821002
0.31286912,0.08339179
0.49826733,0.13325857
0.45485011,0.11767454
0.47974664,0.11072772
0.43886411,0.09804396
0.52640649,0.14810736
0.30501007,0.08500836
0.45914054,0.11232701
0.39229350,0.11004810
0.44640231,0.13015406
0.38141789,0.11848374
0.39816018,0.08507278
0.35596933,0.10952482
0.49347785,0.10784251
0.46760914,0.10066790
0.46904994,0.13050422
0.53479433,0.14969325
0.47085741,0.15781221
0.36518377,0.11090748
0.35559695,0.11323519
0.52875638,0.13197244
0.47380376,0.13033812
0.53768347,0.13050049
0.49821478,0.14493037
0.33416701,0.07147016
0.29050705,0.08507403
0.45519928,0.13200231
0.42275263,0.10305500
0.51824920,0.11834830
0.34599821,0.09312113
0.56294833,0.17246921
0.31582477,0.09057580
0.40336707,0.11696371
0.38768073,0.11571756
0.41057004,0.13229481
0.40125318,0.12354607
0.60461013,0.15173492
0.49753066,0.14563235
0.40982430,0.10784166
0.31884932,0.07448656
0.38382281,0.08631005
0.37883373,0.10261973
0.42839033,0.15213769
0.44587215,0.10961635
0.46257156,0.15815283
0.33229493,0.08350208
0.42791512,0.08721197
0.53042507,0.14646754
0.33766706,0.07237167
0.41593204,0.14969338
0.70166046,0.19182057
0.35531272,0.08328353
0.39283048,0.09983431
0.50948140,0.12031786
0.46958039,0.09675348
0.51287844,0.13763264
0.50893479,0.15719242
0.56307767,0.20595203
0.42118243,0.13633483
0.55894879,0.17664446
0.45801959,0.09639295
0.53482642,0.15198659
0.44897019,0.13012956
0.39417217,0.09443781
0.34195932,0.13447764
0.36825143,0.09490979
0.31018383,0.06911927
0.43667919,0.10339043
0.40523574,0.14320862
0.36613156,0.10410775
0.38166383,0.12508444
0.30544109,0.07903272
0.42103575,0.10770854
0.40590286,0.12113933
0.30047140,0.08838389
0.38351848,0.08802184
0.46203970,0.11823159
0.45948987,0.15226129
0.39804068,0.13194721
0.28850939,0.08850611
0.42645584,0.09767621
0.41960037,0.11859302
0.48184029,0.15069068
0.45970018,0.11400540
0.35702267,0.08950943
0.44251554,0.10923320
0.33145523,0.09462704
0.44002541,0.13115259
0.48000521,0.15949965
0.43873038,0.13386857
0.48201602,0.13454410
0.40653119,0.09249040
0.38450384,0.11041037
0.49169903,0.15812561
0.39280714,0.11896853
0.43888834,0.13171791
0.33122951,0.08439112
0.27932267,0.07727903
0.37294770,0.09787104
0.44941768,0.12872207
0.43161132,0.08196849
0.42153929,0.13261442
0.39098891,0.09803302
0.42244858,0.11645113
0.45222966,0.10266555
0.32582833,0.08127225
0.43297555,0.13626778
0.47009692,0.11439131
0.50705375,0.17388263
0.36793025,0.11087734
0.41328064,0.12235012
0.64828062,0.16668299
0.49650547,0.10102351
0.55588867,0.16560152
0.37459526,0.13144329
0.36213837,0.08351413
0.39045185,0.10799600
0.45372438,0.11178574
0.49124153,0.12796453
0.47820653,0.16661952
0.34886462,0.08324621
0.32842831,0.10259451
0.42329991,0.12173668
0.41453014,0.13625677
0.35529768,0.10057288
0.48272624,0.11009700
0.36588610,0.09761137
0.49534547,0.16646818
0.41281381,0.09200615
0.41303543,0.12625321
0.35766972,0.08410386
0.41731139,0.12191635
0.50356362,0.13820209
0.48355858,0.13130777
0.46755594,0.11713347
0.48491166,0.15212228
0.43840630,0.08459492
0.56645854,0.18264610
0.46686288,0.12983064
0.47406376,0.13911510
0.49108549,0.11751730
0.41189873,0.11562916
0.46887513,0.12223672
0.47674788,0.10744920
0.48340736,0.13754353
0.50312594,0.14234453
0.38811654,0.09094434
0.40822480,0.07849574
0.49626829,0.11249705
0.43442808,0.12677610
0.40361987,0.08561869
0.55883244,0.18783209
0.44038859,0.14134665
0.44561076,0.11514281
0.52154634,0.14172784
0.46181830,0.12369378
0.42621990,0.11685439
0.36906898,0.11233656
0.44511010,0.12606491
0.52643246,0.15105591
0.50606277,0.14156184
0.42063984,0.11175872
0.39521842,0.11341523
0.43714892,0.09608726
0.50621860,0.12828476
0.48065099,0.12054871
0.40067632,0.13131899
0.58035961,0.16114486
0.34710192,0.08311044
0.43864845,0.14850303
0.43576549,0.13289156
0.36978415,0.08289733
0.42792188,0.09218642
0.48019539,0.11038415
0.50404995,0.16176254
0.41835428,0.10442242
0.35327169,0.08860512
0.43185800,0.12613346
0.42509020,0.10949101
0.46822956,0.14491482
0.41503470,0.12083228
0.47187433,0.11140566
0.52534618,0.15542650
0.33390425,0.11062861
0.52226011,0.16351955
0.41465628,0.16011010
0.37435851,0.08216388
0.43540583,0.10491746
0.44682902,0.13873741
0.36636958,0.07095286
0.37582615,0.08736458
0.47256360,0.11431865
0.51856238,0.11274763
0.38689232,0.10413562
0.38099721,0.08168607
0.54346818,0.14218451
0.54529131,0.13638167
0.34879533,0.09511424
0.51968795,0.15163790
0.57306508,0.16850721
0.38470572,0.12336055
0.43883257,0.13755810
0.39976707,0.13132995
0.34700315,0.11376178
0.33588919,0.07385290
0.44587862,0.12852267
0.39854108,0.13578721
0.40437159,0.12179762
0.39687809,0.09558319
0.43768434,0.13364788
0.27299438,0.08069183
0.43666996,0.10076186
0.56471093,0.15214537
0.38437292,0.10677476
0.36394621,0.08971003
0.33826178,0.08690893
0.44146975,0.11115238
0.36732920,0.11754060
0.34770066,0.11246097
0.38870969,0.13729605
0.47981006,0.13115354
0.42829237,0.13800568
0.32355757,0.09816091
0.47400170,0.14677993
0.33078077,0.10494208
0.46693457,0.11268851
0.36192483,0.08991125
0.36346249,0.09245060
0.49540862,0.11934021
0.34323826,0.06774988
